Company,Filing Type,Filing,sentiment
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000361,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000421,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000433,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000500,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000590,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000617,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000644,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000670,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000750,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000817,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000844,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000215,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000408,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000451,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000514,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000568,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000577,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000599,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000658,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000734,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000781,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000814,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-13-000832,positive
GIVEMEPOWER CORP,10-K,0001760319-20-000024,positive
GIVEMEPOWER CORP,10-K,0001760319-21-000039,positive
GIVEMEPOWER CORP,10-Q,0001493152-21-011707,negative
GIVEMEPOWER CORP,10-Q,0001493152-21-021218,positive
GIVEMEPOWER CORP,10-Q,0001493152-21-028791,negative
GIVEMEPOWER CORP,10-Q,0001760319-20-000038,positive
GIVEMEPOWER CORP,10-Q,0001760319-20-000069,negative
GIVEMEPOWER CORP,10-Q,0001760319-20-000104,negative
GIVEMEPOWER CORP,8-K,0001013762-05-000248,negative
GIVEMEPOWER CORP,8-K,0001013762-06-000580,negative
GIVEMEPOWER CORP,8-K,0001493152-22-002000,negative
GIVEMEPOWER CORP,8-K,0001760319-20-000005,positive
GIVEMEPOWER CORP,8-K,0001760319-20-000096,negative
GIVEMEPOWER CORP,8-K,0001760319-20-000100,negative
GIVEMEPOWER CORP,8-K,0001760319-21-000012,positive
GIVEMEPOWER CORP,8-K,0001760319-21-000021,negative
GRANDPARENTS.COM INC,10-K,0001144204-13-021953,positive
GRANDPARENTS.COM INC,10-K,0001144204-14-021922,negative
GRANDPARENTS.COM INC,10-K,0001144204-15-022104,negative
GRANDPARENTS.COM INC,10-K,0001144204-16-090678,positive
GRANDPARENTS.COM INC,10-Q,0001144204-12-030948,negative
GRANDPARENTS.COM INC,10-Q,0001144204-12-045808,positive
GRANDPARENTS.COM INC,10-Q,0001144204-12-064527,negative
GRANDPARENTS.COM INC,10-Q,0001144204-13-030563,negative
GRANDPARENTS.COM INC,10-Q,0001144204-13-046804,negative
GRANDPARENTS.COM INC,10-Q,0001144204-13-062881,positive
GRANDPARENTS.COM INC,10-Q,0001144204-14-031350,negative
GRANDPARENTS.COM INC,10-Q,0001144204-14-051458,negative
GRANDPARENTS.COM INC,10-Q,0001144204-14-067648,positive
GRANDPARENTS.COM INC,10-Q,0001144204-15-031304,negative
GRANDPARENTS.COM INC,10-Q,0001144204-15-032640,negative
GRANDPARENTS.COM INC,10-Q,0001144204-15-050763,negative
GRANDPARENTS.COM INC,10-Q,0001144204-15-067531,negative
GRANDPARENTS.COM INC,10-Q,0001144204-16-102040,positive
GRANDPARENTS.COM INC,10-Q,0001144204-16-120596,positive
GRANDPARENTS.COM INC,10-Q,0001144204-16-133525,negative
GRANDPARENTS.COM INC,8-K,0000921895-15-002041,negative
GRANDPARENTS.COM INC,8-K,0000921895-15-002190,positive
GRANDPARENTS.COM INC,8-K,0000921895-15-002719,positive
GRANDPARENTS.COM INC,8-K,0000921895-15-002758,negative
GRANDPARENTS.COM INC,8-K,0000921895-15-002776,negative
GRANDPARENTS.COM INC,8-K,0000921895-15-002851,negative
GRANDPARENTS.COM INC,8-K,0000921895-16-002936,negative
GRANDPARENTS.COM INC,8-K,0001144204-12-011188,positive
GRANDPARENTS.COM INC,8-K,0001144204-12-013663,positive
GRANDPARENTS.COM INC,8-K,0001144204-12-020386,negative
GRANDPARENTS.COM INC,8-K,0001144204-12-025634,positive
GRANDPARENTS.COM INC,8-K,0001144204-12-027792,positive
GRANDPARENTS.COM INC,8-K,0001144204-12-033165,negative
GRANDPARENTS.COM INC,8-K,0001144204-12-033461,negative
GRANDPARENTS.COM INC,8-K,0001144204-12-042814,positive
GRANDPARENTS.COM INC,8-K,0001144204-12-063272,negative
GRANDPARENTS.COM INC,8-K,0001144204-12-067866,negative
GRANDPARENTS.COM INC,8-K,0001144204-12-068999,negative
GRANDPARENTS.COM INC,8-K,0001144204-13-001619,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-001770,negative
GRANDPARENTS.COM INC,8-K,0001144204-13-002568,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-005449,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-012131,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-013103,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-020164,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-020410,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-020997,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-022567,negative
GRANDPARENTS.COM INC,8-K,0001144204-13-026077,negative
GRANDPARENTS.COM INC,8-K,0001144204-13-033599,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-034684,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-035464,negative
GRANDPARENTS.COM INC,8-K,0001144204-13-036091,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-036694,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-041718,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-048217,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-051282,negative
GRANDPARENTS.COM INC,8-K,0001144204-13-054555,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-055579,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-055850,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-061905,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-067130,positive
GRANDPARENTS.COM INC,8-K,0001144204-13-069662,negative
GRANDPARENTS.COM INC,8-K,0001144204-14-002430,positive
GRANDPARENTS.COM INC,8-K,0001144204-14-010951,negative
GRANDPARENTS.COM INC,8-K,0001144204-14-013763,positive
GRANDPARENTS.COM INC,8-K,0001144204-14-014614,positive
GRANDPARENTS.COM INC,8-K,0001144204-14-021843,positive
GRANDPARENTS.COM INC,8-K,0001144204-14-027891,positive
GRANDPARENTS.COM INC,8-K,0001144204-14-037683,positive
GRANDPARENTS.COM INC,8-K,0001144204-14-038813,positive
GRANDPARENTS.COM INC,8-K,0001144204-14-040297,negative
GRANDPARENTS.COM INC,8-K,0001144204-14-040488,negative
GRANDPARENTS.COM INC,8-K,0001144204-14-041963,negative
GRANDPARENTS.COM INC,8-K,0001144204-14-043226,negative
GRANDPARENTS.COM INC,8-K,0001144204-14-047426,negative
GRANDPARENTS.COM INC,8-K,0001144204-14-050825,positive
GRANDPARENTS.COM INC,8-K,0001144204-14-054041,negative
GRANDPARENTS.COM INC,8-K,0001144204-14-060775,negative
GRANDPARENTS.COM INC,8-K,0001144204-14-064218,positive
GRANDPARENTS.COM INC,8-K,0001144204-14-064985,positive
GRANDPARENTS.COM INC,8-K,0001144204-14-069317,negative
GRANDPARENTS.COM INC,8-K,0001144204-14-070287,negative
GRANDPARENTS.COM INC,8-K,0001144204-15-000277,positive
GRANDPARENTS.COM INC,8-K,0001144204-15-008411,positive
GRANDPARENTS.COM INC,8-K,0001144204-15-017738,positive
GRANDPARENTS.COM INC,8-K,0001144204-15-018139,negative
GRANDPARENTS.COM INC,8-K,0001144204-15-027037,negative
GRANDPARENTS.COM INC,8-K,0001144204-15-032430,positive
GRANDPARENTS.COM INC,8-K,0001144204-15-041109,positive
GRANDPARENTS.COM INC,8-K,0001144204-15-041564,positive
GRANDPARENTS.COM INC,8-K,0001144204-15-042407,negative
GRANDPARENTS.COM INC,8-K,0001144204-15-051418,negative
GRANDPARENTS.COM INC,8-K,0001144204-15-051943,positive
GRANDPARENTS.COM INC,8-K,0001144204-15-052007,negative
GRANDPARENTS.COM INC,8-K,0001144204-15-053585,positive
GRANDPARENTS.COM INC,8-K,0001144204-16-092580,positive
GRANDPARENTS.COM INC,8-K,0001144204-16-101767,positive
GRANDPARENTS.COM INC,8-K,0001144204-16-105174,negative
GRANDPARENTS.COM INC,8-K,0001144204-16-115205,negative
GRANDPARENTS.COM INC,8-K,0001144204-16-122474,negative
GRANDPARENTS.COM INC,8-K,0001144204-16-124779,positive
GRANDPARENTS.COM INC,8-K,0001144204-16-137695,negative
GRANDPARENTS.COM INC,8-K,0001144204-16-141306,negative
GRANDPARENTS.COM INC,8-K,0001575705-17-000016,positive
GRANDPARENTS.COM INC,8-K,0001575705-17-000032,positive
GRANDPARENTS.COM INC,8-K,0001654954-17-002570,positive
GRANDPARENTS.COM INC,8-K,0001654954-17-003168,positive
GRANDPARENTS.COM INC,8-K,0001654954-17-003338,positive
GRANDPARENTS.COM INC,8-K,0001654954-17-003510,negative
GRANDPARENTS.COM INC,8-K,0001654954-17-003638,positive
GRANDPARENTS.COM INC,8-K,0001654954-17-005031,positive
GREEN POLKADOT BOX INC,10-Q,0001137171-12-000260,positive
GREEN POLKADOT BOX INC,8-K,0001137171-12-000162,negative
GREEN POLKADOT BOX INC,8-K,0001137171-12-000314,positive
GSE SYSTEMS INC,10-K,0000944480-02-000010,negative
GSE SYSTEMS INC,10-K,0000944480-03-000017,positive
GSE SYSTEMS INC,10-K,0000944480-04-000013,negative
GSE SYSTEMS INC,10-K,0000944480-05-000005,negative
GSE SYSTEMS INC,10-K,0000944480-07-000011,negative
GSE SYSTEMS INC,10-K,0000944480-08-000011,positive
GSE SYSTEMS INC,10-K,0000944480-09-000011,negative
GSE SYSTEMS INC,10-K,0000944480-10-000006,positive
GSE SYSTEMS INC,10-K,0000944480-11-000011,positive
GSE SYSTEMS INC,10-K,0000944480-12-000015,positive
GSE SYSTEMS INC,10-K,0000944480-13-000011,negative
GSE SYSTEMS INC,10-K,0000944480-14-000014,positive
GSE SYSTEMS INC,10-K,0000944480-15-000016,positive
GSE SYSTEMS INC,10-K,0000944480-16-000097,positive
GSE SYSTEMS INC,10-K,0000944480-17-000013,positive
GSE SYSTEMS INC,10-K,0000944480-18-000007,negative
GSE SYSTEMS INC,10-K,0000944480-19-000021,negative
GSE SYSTEMS INC,10-K,0000944480-20-000043,negative
GSE SYSTEMS INC,10-K,0001140361-21-012540,negative
GSE SYSTEMS INC,10-K,0001169232-06-001787,positive
GSE SYSTEMS INC,10-Q,0000944480-00-000025,positive
GSE SYSTEMS INC,10-Q,0000944480-00-000036,negative
GSE SYSTEMS INC,10-Q,0000944480-01-500015,positive
GSE SYSTEMS INC,10-Q,0000944480-01-500030,negative
GSE SYSTEMS INC,10-Q,0000944480-01-500065,negative
GSE SYSTEMS INC,10-Q,0000944480-02-000019,negative
GSE SYSTEMS INC,10-Q,0000944480-02-000024,negative
GSE SYSTEMS INC,10-Q,0000944480-02-000030,negative
GSE SYSTEMS INC,10-Q,0000944480-03-000026,negative
GSE SYSTEMS INC,10-Q,0000944480-03-000034,negative
GSE SYSTEMS INC,10-Q,0000944480-03-000045,negative
GSE SYSTEMS INC,10-Q,0000944480-04-000031,negative
GSE SYSTEMS INC,10-Q,0000944480-04-000045,negative
GSE SYSTEMS INC,10-Q,0000944480-04-000051,negative
GSE SYSTEMS INC,10-Q,0000944480-05-000028,negative
GSE SYSTEMS INC,10-Q,0000944480-05-000053,negative
GSE SYSTEMS INC,10-Q,0000944480-05-000082,negative
GSE SYSTEMS INC,10-Q,0000944480-06-000030,negative
GSE SYSTEMS INC,10-Q,0000944480-06-000051,negative
GSE SYSTEMS INC,10-Q,0000944480-06-000084,positive
GSE SYSTEMS INC,10-Q,0000944480-07-000027,positive
GSE SYSTEMS INC,10-Q,0000944480-07-000055,negative
GSE SYSTEMS INC,10-Q,0000944480-07-000060,negative
GSE SYSTEMS INC,10-Q,0000944480-08-000029,negative
GSE SYSTEMS INC,10-Q,0000944480-08-000036,negative
GSE SYSTEMS INC,10-Q,0000944480-08-000042,negative
GSE SYSTEMS INC,10-Q,0000944480-09-000020,negative
GSE SYSTEMS INC,10-Q,0000944480-09-000038,positive
GSE SYSTEMS INC,10-Q,0000944480-09-000047,negative
GSE SYSTEMS INC,10-Q,0000944480-10-000020,positive
GSE SYSTEMS INC,10-Q,0000944480-10-000034,positive
GSE SYSTEMS INC,10-Q,0000944480-11-000025,negative
GSE SYSTEMS INC,10-Q,0000944480-11-000040,positive
GSE SYSTEMS INC,10-Q,0000944480-11-000049,positive
GSE SYSTEMS INC,10-Q,0000944480-12-000030,negative
GSE SYSTEMS INC,10-Q,0000944480-12-000045,negative
GSE SYSTEMS INC,10-Q,0000944480-12-000060,negative
GSE SYSTEMS INC,10-Q,0000944480-13-000030,positive
GSE SYSTEMS INC,10-Q,0000944480-13-000039,positive
GSE SYSTEMS INC,10-Q,0000944480-13-000052,positive
GSE SYSTEMS INC,10-Q,0000944480-14-000028,negative
GSE SYSTEMS INC,10-Q,0000944480-14-000038,negative
GSE SYSTEMS INC,10-Q,0000944480-14-000048,negative
GSE SYSTEMS INC,10-Q,0000944480-15-000037,negative
GSE SYSTEMS INC,10-Q,0000944480-15-000056,positive
GSE SYSTEMS INC,10-Q,0000944480-15-000078,negative
GSE SYSTEMS INC,10-Q,0000944480-16-000142,positive
GSE SYSTEMS INC,10-Q,0000944480-16-000176,positive
GSE SYSTEMS INC,10-Q,0000944480-16-000195,positive
GSE SYSTEMS INC,10-Q,0000944480-17-000030,negative
GSE SYSTEMS INC,10-Q,0000944480-17-000037,positive
GSE SYSTEMS INC,10-Q,0000944480-17-000046,negative
GSE SYSTEMS INC,10-Q,0000944480-18-000036,positive
GSE SYSTEMS INC,10-Q,0000944480-18-000054,positive
GSE SYSTEMS INC,10-Q,0000944480-18-000070,positive
GSE SYSTEMS INC,10-Q,0000944480-19-000043,negative
GSE SYSTEMS INC,10-Q,0000944480-19-000069,positive
GSE SYSTEMS INC,10-Q,0000944480-20-000063,positive
GSE SYSTEMS INC,10-Q,0000944480-20-000085,negative
GSE SYSTEMS INC,10-Q,0001140361-19-020943,positive
GSE SYSTEMS INC,10-Q,0001140361-20-018766,negative
GSE SYSTEMS INC,10-Q,0001140361-21-017672,positive
GSE SYSTEMS INC,10-Q,0001140361-21-028519,positive
GSE SYSTEMS INC,10-Q,0001140361-21-037897,positive
GSE SYSTEMS INC,8-K,0000944480-01-500026,negative
GSE SYSTEMS INC,8-K,0000944480-01-500032,positive
GSE SYSTEMS INC,8-K,0000944480-01-500057,positive
GSE SYSTEMS INC,8-K,0000944480-01-500072,positive
GSE SYSTEMS INC,8-K,0000944480-02-000007,positive
GSE SYSTEMS INC,8-K,0000944480-02-000026,positive
GSE SYSTEMS INC,8-K,0000944480-02-000033,negative
GSE SYSTEMS INC,8-K,0000944480-03-000010,positive
GSE SYSTEMS INC,8-K,0000944480-03-000019,negative
GSE SYSTEMS INC,8-K,0000944480-03-000027,negative
GSE SYSTEMS INC,8-K,0000944480-03-000029,positive
GSE SYSTEMS INC,8-K,0000944480-03-000035,positive
GSE SYSTEMS INC,8-K,0000944480-03-000036,negative
GSE SYSTEMS INC,8-K,0000944480-03-000040,negative
GSE SYSTEMS INC,8-K,0000944480-03-000042,positive
GSE SYSTEMS INC,8-K,0000944480-03-000043,positive
GSE SYSTEMS INC,8-K,0000944480-04-000015,positive
GSE SYSTEMS INC,8-K,0000944480-04-000027,negative
GSE SYSTEMS INC,8-K,0000944480-04-000035,positive
GSE SYSTEMS INC,8-K,0000944480-04-000039,negative
GSE SYSTEMS INC,8-K,0000944480-04-000043,positive
GSE SYSTEMS INC,8-K,0000944480-04-000053,negative
GSE SYSTEMS INC,8-K,0000944480-04-000056,negative
GSE SYSTEMS INC,8-K,0000944480-05-000007,negative
GSE SYSTEMS INC,8-K,0000944480-05-000025,positive
GSE SYSTEMS INC,8-K,0000944480-05-000034,positive
GSE SYSTEMS INC,8-K,0000944480-05-000049,negative
GSE SYSTEMS INC,8-K,0000944480-05-000080,positive
GSE SYSTEMS INC,8-K,0000944480-06-000002,positive
GSE SYSTEMS INC,8-K,0000944480-06-000005,negative
GSE SYSTEMS INC,8-K,0000944480-06-000009,negative
GSE SYSTEMS INC,8-K,0000944480-06-000014,negative
GSE SYSTEMS INC,8-K,0000944480-06-000017,negative
GSE SYSTEMS INC,8-K,0000944480-06-000024,negative
GSE SYSTEMS INC,8-K,0000944480-06-000053,positive
GSE SYSTEMS INC,8-K,0000944480-06-000055,negative
GSE SYSTEMS INC,8-K,0000944480-06-000061,negative
GSE SYSTEMS INC,8-K,0000944480-06-000080,negative
GSE SYSTEMS INC,8-K,0000944480-06-000087,negative
GSE SYSTEMS INC,8-K,0000944480-06-000089,negative
GSE SYSTEMS INC,8-K,0000944480-07-000002,negative
GSE SYSTEMS INC,8-K,0000944480-07-000004,negative
GSE SYSTEMS INC,8-K,0000944480-07-000013,negative
GSE SYSTEMS INC,8-K,0000944480-07-000016,positive
GSE SYSTEMS INC,8-K,0000944480-07-000029,negative
GSE SYSTEMS INC,8-K,0000944480-07-000040,positive
GSE SYSTEMS INC,8-K,0000944480-07-000043,positive
GSE SYSTEMS INC,8-K,0000944480-07-000048,positive
GSE SYSTEMS INC,8-K,0000944480-07-000057,positive
GSE SYSTEMS INC,8-K,0000944480-07-000062,negative
GSE SYSTEMS INC,8-K,0000944480-08-000002,negative
GSE SYSTEMS INC,8-K,0000944480-08-000007,positive
GSE SYSTEMS INC,8-K,0000944480-08-000013,positive
GSE SYSTEMS INC,8-K,0000944480-08-000014,negative
GSE SYSTEMS INC,8-K,0000944480-08-000016,negative
GSE SYSTEMS INC,8-K,0000944480-08-000019,negative
GSE SYSTEMS INC,8-K,0000944480-08-000026,negative
GSE SYSTEMS INC,8-K,0000944480-08-000027,positive
GSE SYSTEMS INC,8-K,0000944480-08-000031,positive
GSE SYSTEMS INC,8-K,0000944480-08-000033,positive
GSE SYSTEMS INC,8-K,0000944480-08-000037,positive
GSE SYSTEMS INC,8-K,0000944480-08-000039,negative
GSE SYSTEMS INC,8-K,0000944480-08-000045,negative
GSE SYSTEMS INC,8-K,0000944480-09-000002,negative
GSE SYSTEMS INC,8-K,0000944480-09-000004,negative
GSE SYSTEMS INC,8-K,0000944480-09-000012,positive
GSE SYSTEMS INC,8-K,0000944480-09-000021,negative
GSE SYSTEMS INC,8-K,0000944480-09-000039,positive
GSE SYSTEMS INC,8-K,0000944480-09-000042,positive
GSE SYSTEMS INC,8-K,0000944480-09-000048,negative
GSE SYSTEMS INC,8-K,0000944480-10-000007,negative
GSE SYSTEMS INC,8-K,0000944480-10-000009,negative
GSE SYSTEMS INC,8-K,0000944480-10-000014,negative
GSE SYSTEMS INC,8-K,0000944480-10-000015,positive
GSE SYSTEMS INC,8-K,0000944480-10-000021,negative
GSE SYSTEMS INC,8-K,0000944480-10-000023,negative
GSE SYSTEMS INC,8-K,0000944480-10-000035,positive
GSE SYSTEMS INC,8-K,0000944480-10-000038,negative
GSE SYSTEMS INC,8-K,0000944480-11-000003,positive
GSE SYSTEMS INC,8-K,0000944480-11-000006,negative
GSE SYSTEMS INC,8-K,0000944480-11-000012,positive
GSE SYSTEMS INC,8-K,0000944480-11-000016,positive
GSE SYSTEMS INC,8-K,0000944480-11-000026,positive
GSE SYSTEMS INC,8-K,0000944480-11-000029,negative
GSE SYSTEMS INC,8-K,0000944480-11-000031,negative
GSE SYSTEMS INC,8-K,0000944480-11-000047,positive
GSE SYSTEMS INC,8-K,0000944480-11-000051,negative
GSE SYSTEMS INC,8-K,0000944480-11-000054,positive
GSE SYSTEMS INC,8-K,0000944480-12-000002,positive
GSE SYSTEMS INC,8-K,0000944480-12-000006,positive
GSE SYSTEMS INC,8-K,0000944480-12-000016,negative
GSE SYSTEMS INC,8-K,0000944480-12-000018,negative
GSE SYSTEMS INC,8-K,0000944480-12-000031,negative
GSE SYSTEMS INC,8-K,0000944480-12-000033,negative
GSE SYSTEMS INC,8-K,0000944480-12-000046,positive
GSE SYSTEMS INC,8-K,0000944480-12-000061,negative
GSE SYSTEMS INC,8-K,0000944480-13-000012,negative
GSE SYSTEMS INC,8-K,0000944480-13-000016,negative
GSE SYSTEMS INC,8-K,0000944480-13-000028,negative
GSE SYSTEMS INC,8-K,0000944480-13-000032,negative
GSE SYSTEMS INC,8-K,0000944480-13-000040,negative
GSE SYSTEMS INC,8-K,0000944480-13-000053,positive
GSE SYSTEMS INC,8-K,0000944480-14-000015,negative
GSE SYSTEMS INC,8-K,0000944480-14-000029,positive
GSE SYSTEMS INC,8-K,0000944480-14-000040,positive
GSE SYSTEMS INC,8-K,0000944480-14-000051,negative
GSE SYSTEMS INC,8-K,0000944480-15-000005,positive
GSE SYSTEMS INC,8-K,0000944480-15-000017,positive
GSE SYSTEMS INC,8-K,0000944480-15-000019,negative
GSE SYSTEMS INC,8-K,0000944480-15-000039,negative
GSE SYSTEMS INC,8-K,0000944480-15-000041,positive
GSE SYSTEMS INC,8-K,0000944480-15-000043,negative
GSE SYSTEMS INC,8-K,0000944480-15-000057,negative
GSE SYSTEMS INC,8-K,0000944480-15-000059,negative
GSE SYSTEMS INC,8-K,0000944480-15-000062,positive
GSE SYSTEMS INC,8-K,0000944480-15-000064,positive
GSE SYSTEMS INC,8-K,0000944480-15-000068,negative
GSE SYSTEMS INC,8-K,0000944480-15-000079,negative
GSE SYSTEMS INC,8-K,0000944480-16-000081,positive
GSE SYSTEMS INC,8-K,0000944480-16-000084,negative
GSE SYSTEMS INC,8-K,0000944480-16-000086,negative
GSE SYSTEMS INC,8-K,0000944480-16-000089,positive
GSE SYSTEMS INC,8-K,0000944480-16-000143,negative
GSE SYSTEMS INC,8-K,0000944480-16-000148,negative
GSE SYSTEMS INC,8-K,0000944480-16-000150,negative
GSE SYSTEMS INC,8-K,0000944480-16-000155,negative
GSE SYSTEMS INC,8-K,0000944480-16-000157,positive
GSE SYSTEMS INC,8-K,0000944480-16-000164,positive
GSE SYSTEMS INC,8-K,0000944480-16-000177,positive
GSE SYSTEMS INC,8-K,0000944480-16-000180,neutral
GSE SYSTEMS INC,8-K,0000944480-16-000184,negative
GSE SYSTEMS INC,8-K,0000944480-16-000186,negative
GSE SYSTEMS INC,8-K,0000944480-16-000188,positive
GSE SYSTEMS INC,8-K,0000944480-16-000199,negative
GSE SYSTEMS INC,8-K,0000944480-16-000201,positive
GSE SYSTEMS INC,8-K,0000944480-17-000004,positive
GSE SYSTEMS INC,8-K,0000944480-17-000006,positive
GSE SYSTEMS INC,8-K,0000944480-17-000009,negative
GSE SYSTEMS INC,8-K,0000944480-17-000027,negative
GSE SYSTEMS INC,8-K,0000944480-17-000032,negative
GSE SYSTEMS INC,8-K,0000944480-17-000036,positive
GSE SYSTEMS INC,8-K,0000944480-17-000042,negative
GSE SYSTEMS INC,8-K,0000944480-17-000045,positive
GSE SYSTEMS INC,8-K,0000944480-17-000051,positive
GSE SYSTEMS INC,8-K,0000944480-17-000057,negative
GSE SYSTEMS INC,8-K,0000944480-18-000002,negative
GSE SYSTEMS INC,8-K,0000944480-18-000009,negative
GSE SYSTEMS INC,8-K,0000944480-18-000016,negative
GSE SYSTEMS INC,8-K,0000944480-18-000030,negative
GSE SYSTEMS INC,8-K,0000944480-18-000035,negative
GSE SYSTEMS INC,8-K,0000944480-18-000045,negative
GSE SYSTEMS INC,8-K,0000944480-18-000053,negative
GSE SYSTEMS INC,8-K,0000944480-18-000058,positive
